feature,importance
R1,2.415106117353308
card1,1.6954373318313622
R12,1.6069230274545268
TransactionAmt,1.595194662253273
N6,1.57550735743966
C1,1.232615035066249
N1,1.2033574041907455
N5,1.16722251153583
card2,1.1476200385533866
R4,1.1364469928223166
addr1,1.1128131527148906
R11,0.944865409899571
R3,0.927740111774092
R7,0.9175900474688354
N3,0.8861140415392896
R29,0.8815640400479132
C13,0.8695045062510665
card1_fe1,0.8141672989702577
R8,0.7851622239386379
R28,0.7622937637397953
R9,0.75574475185421
C11,0.723912841861936
R17,0.7184851393118599
D2,0.7008453473607473
C14,0.6964354649541509
R13,0.6949285899507657
D1,0.6874340957688874
R5,0.6714596854395699
C6,0.670021192386725
Transaction_hour,0.6516064050642094
card2_fe1,0.6255302165613048
dist1,0.5665913067354977
C2,0.5515242905798716
R21,0.5283067911434844
R2,0.5271862932349618
addr1_fe1,0.5217042073595146
M5,0.518457761629393
card5,0.5180148377558881
N2,0.5146578106112132
V307,0.5087480033834451
card1_fe2,0.49299344886627716
M5_fe2,0.49166704691797924
id_02,0.48745397459835343
R19,0.4861225062188242
P_emaildomain,0.48067395397867657
P_emaildomain_0_fe1,0.47121357806268527
N4,0.4603175791009503
DeviceInfo,0.4489656712291618
Transaction_day_of_week,0.44044727659020033
P_emaildomain_0,0.4372494652137718
addr1_fe2,0.43212883644329514
V258,0.41308085412580897
V257,0.4124033560737735
C12,0.4079216057448146
C9,0.40791850709082383
M4_fe2,0.3984397046391773
id_31,0.38892252440319214
V317,0.3859272368377759
card2_fe2,0.37551951439503145
V45,0.3678725255378456
id_20,0.3671349782585655
id_19,0.3589122479277075
card6,0.34918249567250165
P_emaildomain_fe1,0.34079693277924605
V308,0.3308910031656275
P_emaildomain_fe2,0.32988607476525944
R20,0.3239857919412057
V315,0.32239595805763543
V310,0.31028597406788083
V53,0.31023042902096476
C8,0.30802536165415273
M6_fe1,0.2991391826032737
V313,0.29636019170691097
V201,0.29016357736042486
M4,0.28988007926942994
R18,0.2874943752819676
C4,0.28537068273106336
card6_fe1,0.2851374139340954
card6_fe2,0.28467270060275796
R_emaildomain_0,0.2832773542646156
V314,0.28301985855499123
V283,0.27804772114800624
P_emaildomain_0_fe2,0.2720159070407475
V282,0.2713461990969374
V285,0.2691721962615953
V200,0.26811540704662884
C10,0.2678473449261197
V83,0.267379455607788
R14,0.26504482130818874
R27,0.2638542185262532
card5_fe1,0.26065598481745306
V189,0.2596503338625651
card5_fe2,0.2520737065866183
V294,0.25047388509530355
R22,0.24959384214971403
C7,0.24814532434635006
V127,0.24717770380449644
M6,0.24633285208675862
V54,0.23789715406031653
V244,0.23717897539026342
M5_fe1,0.23503275079153882
card4,0.2313146270445649
id_05,0.23100205987768022
V87,0.22751718145714758
V62,0.22674119228609743
V188,0.22637261172901227
V246,0.22561985190319056
id_33,0.22287931953163584
id_13,0.2199877632034717
id_06,0.21992160742434735
R10,0.21950054626200122
V243,0.21906339688052076
V312,0.21501889946109476
V44,0.2104474297709822
V281,0.20512588606539012
V280,0.2030324661432833
dist2,0.20254312597034876
C5,0.19683636894458986
id_01,0.19659871620501912
V187,0.1937700949104047
R_emaildomain,0.19343091233870996
M6_fe2,0.19278722188759656
V318,0.18639668888984667
V75,0.1762323464561741
proc_id_31_0,0.17433573581890263
V242,0.1739742403504857
V82,0.17383385756063194
R16,0.17260204267841384
M3,0.17179227347037723
id_31_fe1,0.16959495485649922
V259,0.1683157697157271
R_emaildomain_fe2,0.1598039153333043
V320,0.15966986304137604
id_20_fe1,0.15961445724428755
card3,0.15897475936403663
V306,0.1569305696389921
V130,0.15665022002681384
V67,0.15596864025221302
id_03,0.15578908661276727
V245,0.15543270049531602
V76,0.1548095442116134
V13,0.1533497739343618
device_name,0.1518142895637541
M4_fe1,0.1504602269382851
device_version,0.15027830940055048
ProductCD,0.15019945016415198
V86,0.14957042881798033
V61,0.14921384476375243
V133,0.14810509242451428
V199,0.14684047514602144
V12,0.14192746283107932
V128,0.14141666623985957
V291,0.1382374706424174
id_30,0.13798225090762636
V316,0.1362908765314227
V38,0.13312405691904053
card4_fe1,0.13126566403766976
id_20_fe2,0.12877717639939418
R15,0.12715510485307718
V295,0.1266930994324773
id_19_fe1,0.12560385858475032
device_name_fe1,0.12540299123847595
V149,0.12537636705794641
V78,0.12274468575922526
D9,0.12240470277430857
card4_fe2,0.12195040331075536
M2,0.12194570786495908
V131,0.12141566671820449
id_38_fe1,0.12098216899611407
id_19_fe2,0.11983317298025914
V274,0.1169781757319516
V19,0.11557157542639998
R_emaildomain_0_fe2,0.1145403523322125
card3_fe2,0.11419474394929643
V36,0.11377325499569252
V156,0.11261259115119779
V20,0.1125376154141064
V309,0.11229531692214995
id_09,0.11204387167319133
V264,0.10935906202999729
V279,0.10837943919657451
V233,0.10699564441446158
V287,0.10675096155000788
D13,0.10637640476510102
V186,0.10566026352277559
id_31_fe2,0.10482048519896664
R25,0.1046227389226065
P_emaildomain_1,0.10404071181873686
M7,0.10325872410634176
V190,0.1030135986474662
V96,0.10263718687184333
V29,0.10016993823179036
V102,0.09988120080182433
id_18_fe1,0.09979414074776141
addr2,0.09929734949697076
V136,0.09906349361299704
R_emaildomain_fe1,0.09878760918757276
id_18,0.09689036967937822
M3_fe2,0.0963219092613737
V134,0.09578109081975836
M9,0.09543605804407179
id_17,0.0953585789760732
V296,0.09435776470608817
card3_fe1,0.09402252406348444
V129,0.0925489144357858
V56,0.09236188954377336
id_38,0.09159151168550926
V99,0.09142456239006393
id_14,0.0906914532631027
V97,0.08818362298969978
V126,0.08633112906082385
V275,0.08594470421232947
DeviceType_fe1,0.0859432037221339
M3_fe1,0.08563431910224048
V35,0.08549724269872455
M8,0.08526871277236972
V273,0.08526474606200357
addr2_fe1,0.08515557195477254
R23,0.0849069855421405
D14,0.08460231959768977
R_emaildomain_0_fe1,0.08445005611626227
V289,0.0842723381556762
R26,0.08235358679206303
id_13_fe1,0.08142551988322132
device_name_fe2,0.08081061310058288
proc_id_31_0_fe1,0.08077958593771203
V311,0.08044113416198548
device_version_fe2,0.07930840576286191
V90,0.07880051621331255
id_38_fe2,0.0784311754655366
V266,0.07826047486291732
id_17_fe1,0.07668136877110346
device_version_fe1,0.07646981023523511
id_33_fe1,0.0757542337786906
V77,0.07469072226324654
V231,0.07437958614131296
V261,0.07421626319352548
V91,0.07414552596754725
id_15,0.07384265780762989
M9_fe1,0.07357483732495142
V321,0.07314915816542406
id_16,0.07246237684888426
V52,0.07191182299246279
proc_id_30_0,0.07187179208545515
V5,0.07150863858634707
V203,0.07149852394877264
P_emaildomain_1_fe1,0.07125679373905111
DeviceType,0.07076130743229765
proc_id_31_0_fe2,0.07019551365739489
id_16_fe1,0.0698533898885585
V198,0.06978621294080545
V103,0.06938049070028281
V256,0.0685250394209983
id_13_fe2,0.06781342019639833
V212,0.06770975033293607
V55,0.06674255959711412
V165,0.06651865712153061
id_28_fe1,0.06599411873763446
V124,0.06593328369790304
V72,0.06585648119512257
V37,0.06569038491488646
V232,0.06556922918676375
M2_fe1,0.06406954736634271
V66,0.06396743156028235
DeviceType_fe2,0.06396433277813651
id_12_fe1,0.06348100626762473
V298,0.06345331164145329
DeviceInfo_fe1,0.06257549247782726
V26,0.06251922288346996
V208,0.061708161348400924
V218,0.061231104344517485
V207,0.06069432486983974
V74,0.06051049257636679
V178,0.0604381692855059
V24,0.06026023680215295
M8_fe1,0.0596716117107715
V222,0.05940924722992048
V154,0.05937547520057269
V271,0.05871150725707501
V40,0.05845417502302856
id_29_fe1,0.058433143657765405
V4,0.05829301448358
V293,0.058233411557771494
V47,0.057867143686257234
V213,0.05710659224293633
V265,0.05677715278758651
DeviceInfo_fe2,0.05658408491677137
V292,0.056437431950090745
V209,0.05605471224801876
V48,0.05597464842587395
V70,0.055923426714186805
V100,0.055914725190898434
V204,0.05569575281476709
V277,0.05567556238770818
V251,0.05547707049649432
V288,0.055399644028911746
id_18_fe2,0.0551511369315337
M8_fe2,0.05504614227927193
R6,0.05497340321670491
V30,0.05485552236450188
V137,0.05398570999362476
M2_fe2,0.05393074647990732
V267,0.0536827244888849
V229,0.05352780000282603
V132,0.05339583768926505
V23,0.05329743339388804
M7_fe2,0.05307453784666793
V284,0.053037163009981875
ProductCD_fe1,0.05289880120587838
id_16_fe2,0.05199014955741817
V262,0.05146959296232244
M9_fe2,0.050970129132840956
id_30_fe1,0.050952013017616135
V148,0.050451500891340095
ProductCD_fe2,0.05034614485789109
V34,0.05033297208141157
V263,0.05025493330303246
V33,0.05006284533937866
V51,0.04990305808312011
V202,0.049771577456104624
V205,0.04915876260365912
V219,0.04901565011675834
M7_fe1,0.0489419264901951
V221,0.04891286814664479
id_11,0.048814121275982544
V170,0.04838501195261392
V63,0.0483277947640464
id_29_fe2,0.0474844442736138
id_15_fe2,0.04722153618149933
proc_id_30_1,0.046800654955777704
addr2_fe2,0.04666973507219496
id_37,0.04627315573408093
R24,0.04607132787389068
id_15_fe1,0.04584178162167832
V25,0.04525052349319052
P_emaildomain_1_fe2,0.04516193498786422
V197,0.044893487853801414
V210,0.044724531822442806
id_33_fe2,0.044391264937044865
id_17_fe2,0.04414640343651553
V79,0.04395908433463869
V73,0.04379840121350054
proc_id_30_1_fe2,0.04357882149733141
V69,0.043298531010689714
V155,0.04303715497303506
V319,0.04281114083104655
V169,0.04229588128737035
V135,0.04195149407195885
V299,0.04193981759510901
id_12,0.041856505496827706
V152,0.041828232455318845
V177,0.04174592524776168
V301,0.04166884607699707
V268,0.041370524708498314
V81,0.04097666326964827
V158,0.04093646717098482
id_28,0.04060097334990498
V143,0.04040783286657901
id_14_fe1,0.0402560747170619
V217,0.03988403254089797
V290,0.03962331722461444
V105,0.03901313870908311
V7,0.03851468061154188
id_30_fe2,0.03835239027516419
V234,0.03824620019778413
V270,0.03810854838396893
V49,0.038063422410148526
V94,0.03782047463410969
V171,0.037738620193072885
V58,0.03769340202695663
id_32_fe2,0.03767354415062574
V224,0.037461687423235634
V179,0.03731521700313719
V139,0.03722025430400734
V123,0.03710620315112341
V223,0.03680752994682229
V278,0.03666357210428208
V215,0.036330746545802955
V64,0.035924942026564
M1_fe1,0.035737255215094826
V167,0.03573489502557889
V211,0.03510641134077897
V323,0.03507196831031311
proc_id_30_0_fe1,0.03479634383523179
V249,0.034778735267886274
V150,0.034683307873794186
