feature,Importance
proc_id_31_0,1.3546923155094426e-05
R_emaildomain_fe1,1.3546923155094426e-05
id_28_fe1,1.3546923155094426e-05
V183,1.3546923155094426e-05
card2_fe2,1.3546923155094426e-05
id_16_fe1,1.3546923155094426e-05
P_emaildomain_fe2,1.3546923155094426e-05
V202,1.3546923155094426e-05
id_02,1.3546923155094426e-05
V133,1.1853557760743705e-05
id_33,1.1853557760699296e-05
id_19_fe2,1.1853557760699296e-05
V264,1.0160192366348575e-05
N2,1.0160192366348575e-05
R_emaildomain_1_fe2,1.0160192366348575e-05
id_30_fe1,1.0160192366348575e-05
card2,1.0160192366348575e-05
V176,1.0160192366348575e-05
V179,1.0160192366348575e-05
V194,1.0160192366348575e-05
V203,1.0160192366348575e-05
DeviceInfo_fe1,1.0160192366348575e-05
V84,1.0160192366348575e-05
V54,1.016019236632637e-05
V207,8.46682697197565e-06
id_32,8.46682697197565e-06
V256,8.46682697197565e-06
R3,8.46682697197565e-06
R25,8.46682697197565e-06
V236,8.46682697197565e-06
V260,8.46682697197565e-06
V25,8.46682697197565e-06
V125,8.46682697197565e-06
V153,8.46682697197565e-06
V255,8.46682697197565e-06
V146,8.46682697197565e-06
P_emaildomain_1_fe1,8.46682697197565e-06
V221,8.46682697197565e-06
V272,8.46682697197565e-06
V216,8.46682697197565e-06
V79,8.46682697197565e-06
V212,8.46682697197565e-06
id_34_fe2,8.46682697197565e-06
V76,8.46682697197565e-06
V252,8.46682697197565e-06
V195,8.46682697197565e-06
V47,8.46682697197565e-06
id_32_fe1,8.46682697197565e-06
id_18_fe2,8.46682697197565e-06
V254,8.46682697197565e-06
V292,8.46682697197565e-06
DeviceType_fe2,8.46682697197565e-06
id_34,8.46682697197565e-06
V152,8.46682697197565e-06
V185,8.46682697197565e-06
ProductCD,8.46682697197565e-06
proc_id_31_0_fe1,8.46682697197565e-06
V215,8.466826971953445e-06
R_emaildomain_0,8.466826971953445e-06
V293,8.466826971953445e-06
